"日期","收市","開市","高","低","成交量","更改%" 123456
"2016年11月27日","729.4","734.1","738.3","727.1","21.35K","-0.64%"
"2016年11月26日","734.1","740.4","741.0","725.6","22.58K","-0.84%"
"2016年11月25日","740.4","735.3","741.3","729.0","28.85K","0.69%"
"2016年11月24日","735.3","741.1","744.2","726.2","37.24K","-0.78%"
"2016年11月23日","741.1","749.3","750.9","731.3","37.87K","-1.10%"
"2016年11月22日","749.3","736.2","754.0","730.6","44.44K","1.79%"
"2016年11月21日","736.2","728.5","744.3","726.5","32.51K","1.05%"
"2016年11月20日","728.5","747.9","752.3","712.8","47.42K","-2.59%"
"2016年11月19日","747.9","747.0","755.3","737.4","25.63K","0.12%"
"2016年11月18日","747.0","737.5","751.4","731.0","39.71K","1.28%"
"2016年11月17日","737.5","740.3","751.9","730.1","62.77K","-0.37%"
"2016年11月16日","740.3","711.1","746.0","708.1","79.57K","4.10%"
"2016年11月15日","711.1","704.6","716.9","697.9","41.40K","0.93%"
"2016年11月14日","704.6","702.0","708.0","696.1","37.75K","0.37%"
"2016年11月13日","702.0","704.3","705.6","685.0","36.14K","-0.33%"
"2016年11月12日","704.3","715.0","717.4","701.1","27.60K","-1.50%"
"2016年11月11日","715.0","714.6","719.8","711.7","25.58K","0.06%"
"2016年11月10日","714.6","721.4","723.0","707.3","33.33K","-0.95%"
"2016年11月9日","721.4","710.9","741.2","707.1","70.70K","1.48%"
"2016年11月8日","710.9","705.4","714.6","701.0","39.73K","0.78%"
"2016年11月7日","705.4","709.9","711.7","698.3","30.74K","-0.64%"
"2016年11月6日","709.9","702.1","714.1","697.6","25.81K","1.11%"
"2016年11月5日","702.1","702.1","706.4","694.0","22.02K","0.00%"
"2016年11月4日","702.1","684.9","706.6","681.3","48.24K","2.51%"
"2016年11月3日","684.9","733.5","744.4","670.4","96.41K","-6.63%"
"2016年11月2日","733.5","726.8","735.8","718.1","39.04K","0.93%"
"2016年11月1日","726.8","698.7","734.4","695.2","68.07K","4.02%"
"2016年10月31日","698.7","697.3","707.2","682.2","38.05K","0.20%"
"2016年10月30日","697.3","715.0","714.9","689.5","39.33K","-2.47%"
"2016年10月29日","715.0","686.2","720.2","685.2","54.03K","4.18%"
"2016年10月28日","686.2","682.3","688.4","678.6","38.97K","0.58%"
"2016年10月27日","682.3","674.7","687.9","672.3","46.56K","1.13%"
"2016年10月26日","674.7","651.0","678.4","651.4","47.67K","3.64%"
"2016年10月25日","651.0","650.5","662.5","647.7","36.74K","0.08%"
"2016年10月24日","650.5","653.0","654.3","645.7","33.24K","-0.39%"
"2016年10月23日","653.0","655.5","661.2","648.8","21.91K","-0.37%"
"2016年10月22日","655.5","630.5","659.9","629.7","37.10K","3.97%"
"2016年10月21日","630.5","628.3","633.3","627.6","28.09K","0.34%"
"2016年10月20日","628.3","629.1","630.8","625.5","20.94K","-0.11%"
"2016年10月19日","629.1","635.3","637.3","624.1","35.29K","-0.99%"
"2016年10月18日","635.3","637.4","639.3","632.2","24.60K","-0.32%"
"2016年10月17日","637.4","640.1","641.3","634.9","27.69K","-0.43%"
"2016年10月16日","640.1","637.0","642.2","636.4","12.89K","0.49%"
"2016年10月15日","637.0","637.9","641.4","635.1","12.38K","-0.14%"
"2016年10月14日","637.9","635.6","640.5","630.7","31.42K","0.37%"
"2016年10月13日","635.6","636.0","639.5","632.3","25.62K","-0.06%"
"2016年10月12日","636.0","640.5","642.5","632.2","26.95K","-0.70%"
"2016年10月11日","640.5","617.3","642.3","615.6","55.77K","3.75%"
"2016年10月10日","617.3","615.8","618.8","612.8","25.23K","0.25%"
"2016年10月9日","615.8","617.7","618.3","613.0","13.43K","-0.30%"
"2016年10月8日","617.7","616.0","619.6","614.9","13.62K","0.26%"
"2016年10月7日","616.0","611.0","619.4","609.1","32.73K","0.83%"
"2016年10月6日","611.0","611.8","612.7","608.5","21.63K","-0.14%"
"2016年10月5日","611.8","609.0","613.7","608.0","23.40K","0.47%"
"2016年10月4日","609.0","611.6","612.7","606.5","24.99K","-0.43%"
"2016年10月3日","611.6","610.7","613.2","608.5","21.95K","0.15%"
"2016年10月2日","610.7","613.4","614.2","607.7","16.54K","-0.44%"
"2016年10月1日","613.4","608.1","615.0","607.1","16.93K","0.87%"
"2016年9月30日","608.1","604.7","608.8","602.3","23.95K","0.57%"
"2016年9月29日","604.7","604.7","607.2","602.0","25.32K","0.00%"
"2016年9月28日","604.7","605.5","606.9","602.6","18.94K","-0.13%"
"2016年9月27日","605.5","606.5","609.0","601.7","25.55K","-0.18%"
"2016年9月26日","606.5","601.5","608.5","598.2","27.51K","0.84%"
"2016年9月25日","601.5","602.6","604.9","598.3","13.28K","-0.18%"
"2016年9月24日","602.6","602.9","605.9","600.5","13.47K","-0.05%"
"2016年9月23日","602.9","595.6","603.7","594.1","25.92K","1.22%"
"2016年9月22日","595.6","597.2","599.8","592.8","22.44K","-0.26%"
"2016年9月21日","597.2","609.2","608.8","591.7","36.86K","-1.98%"
"2016年9月20日","609.2","609.8","611.3","605.9","22.61K","-0.10%"
"2016年9月19日","609.8","610.7","612.4","607.0","21.24K","-0.14%"
"2016年9月18日","610.7","607.1","612.4","605.2","16.33K","0.60%"
"2016年9月17日","607.1","607.8","609.6","604.5","15.89K","-0.12%"
"2016年9月16日","607.8","608.1","610.4","605.2","21.85K","-0.05%"
"2016年9月15日","608.1","609.5","610.7","605.1","22.69K","-0.23%"
"2016年9月14日","609.5","608.6","612.2","606.4","24.24K","0.15%"
"2016年9月13日","608.6","608.0","612.0","604.9","27.52K","0.10%"
"2016年9月12日","608.0","605.6","610.6","603.0","27.95K","0.39%"
"2016年9月11日","605.6","624.5","630.8","592.8","36.54K","-3.03%"
"2016年9月10日","624.5","623.2","627.5","621.1","15.28K","0.22%"
"2016年9月9日","623.2","625.6","627.6","617.3","28.33K","-0.39%"
"2016年9月8日","625.6","613.2","629.3","611.3","36.33K","2.02%"
"2016年9月7日","613.2","610.4","616.5","606.2","30.03K","0.45%"
"2016年9月6日","610.4","605.8","612.0","603.5","24.33K","0.77%"
"2016年9月5日","605.8","609.5","610.6","598.8","25.29K","-0.62%"
"2016年9月4日","609.5","598.8","615.2","590.8","30.69K","1.79%"
"2016年9月3日","598.8","575.3","605.0","572.6","35.70K","4.09%"
"2016年9月2日","575.3","572.0","577.6","569.3","26.61K","0.58%"
"2016年9月1日","572.0","573.9","705.0","569.4","25.87K","-0.33%"
"2016年8月31日","573.9","577.3","578.3","571.7","24.93K","-0.60%"
"2016年8月30日","577.3","574.2","579.9","572.5","27.48K","0.54%"
"2016年8月29日","574.2","575.0","578.6","571.4","23.86K","-0.13%"
"2016年8月28日","575.0","570.3","576.3","569.2","12.83K","0.81%"
"2016年8月27日","570.3","579.4","580.4","567.3","18.69K","-1.56%"
"2016年8月26日","579.4","578.0","582.7","575.8","21.17K","0.24%"
"2016年8月25日","578.0","579.7","580.7","570.8","32.73K","-0.29%"
"2016年8月24日","579.7","583.6","584.5","576.8","28.06K","-0.67%"
"2016年8月23日","583.6","587.5","589.9","578.6","32.08K","-0.67%"
"2016年8月22日","587.5","580.7","591.9","577.1","33.56K","1.17%"
"2016年8月21日","580.7","582.6","585.3","577.8","14.16K","-0.33%"
"2016年8月20日","582.6","574.6","583.5","572.3","23.12K","1.40%"
"2016年8月19日","574.6","573.4","577.9","566.3","25.53K","0.20%"
"2016年8月18日","573.4","572.3","579.5","570.8","30.39K","0.18%"
"2016年8月17日","572.3","580.2","581.1","568.7","32.76K","-1.35%"
"2016年8月16日","580.2","567.0","583.4","563.4","37.69K","2.34%"
"2016年8月15日","567.0","569.1","575.0","559.3","33.77K","-0.37%"
"2016年8月14日","569.1","584.6","585.8","559.9","33.07K","-2.66%"
"2016年8月13日","584.6","587.1","590.1","582.8","19.30K","-0.43%"
"2016年8月12日","587.1","587.8","591.1","582.2","25.50K","-0.12%"
"2016年8月11日","587.8","590.9","599.2","585.4","39.83K","-0.52%"
"2016年8月10日","590.9","585.3","600.5","580.9","49.57K","0.97%"
"2016年8月9日","585.3","589.2","591.2","581.1","25.97K","-0.68%"
"2016年8月8日","589.2","590.8","594.2","585.4","24.88K","-0.27%"
"2016年8月7日","590.8","586.5","596.0","580.9","26.20K","0.75%"
"2016年8月6日","586.5","574.7","596.7","565.3","25.38K","2.05%"
"2016年8月5日","574.7","576.2","580.0","565.8","27.89K","-0.27%"
"2016年8月4日","576.2","566.4","584.9","559.5","44.82K","1.73%"
"2016年8月3日","566.4","513.4","573.1","514.1","85.93K","10.32%"
"2016年8月2日","513.4","607.0","613.8","471.4","130.91K","-15.42%"
"2016年8月1日","607.0","621.9","627.9","603.5","66.66K","-2.39%"
"2016年7月31日","621.9","654.7","654.9","621.4","62.89K","-5.02%"
"2016年7月30日","654.7","655.4","657.5","652.1","19.35K","-0.11%"
"2016年7月29日","655.4","654.1","657.4","651.0","27.04K","0.20%"
"2016年7月28日","654.1","654.5","658.0","650.8","28.11K","-0.06%"
"2016年7月27日","654.5","654.4","659.1","646.0","29.89K","0.02%"
"2016年7月26日","654.4","654.0","657.8","643.5","49.39K","0.06%"
"2016年7月25日","654.0","659.3","662.5","651.1","34.38K","-0.80%"
"2016年7月24日","659.3","655.2","664.2","651.0","29.82K","0.63%"
"2016年7月23日","655.2","651.1","658.2","648.0","29.89K","0.62%"
"2016年7月22日","651.1","664.6","669.4","645.7","65.90K","-2.03%"
"2016年7月21日","664.6","664.4","666.5","657.8","32.17K","0.03%"
"2016年7月20日","664.4","671.1","672.3","659.5","37.56K","-1.00%"
"2016年7月19日","671.1","670.4","673.2","663.6","30.40K","0.11%"
"2016年7月18日","670.4","676.3","680.4","664.6","42.58K","-0.88%"
"2016年7月17日","676.3","660.7","680.9","660.1","46.84K","2.37%"
"2016年7月16日","660.7","664.2","665.4","655.7","20.39K","-0.53%"
"2016年7月15日","664.2","657.3","667.5","656.5","35.83K","1.06%"
"2016年7月14日","657.3","661.2","661.9","646.3","48.20K","-0.59%"
"2016年7月13日","661.2","670.6","672.0","656.0","62.96K","-1.40%"
"2016年7月12日","670.6","646.7","673.2","644.6","66.59K","3.69%"
"2016年7月11日","646.7","647.1","657.5","640.0","45.94K","-0.06%"
"2016年7月10日","647.1","651.8","652.0","636.8","29.26K","-0.72%"
"2016年7月9日","651.8","662.8","663.5","620.7","96.01K","-1.65%"
"2016年7月8日","662.8","635.3","663.4","630.2","75.89K","4.33%"
"2016年7月7日","635.3","672.7","676.2","605.0","153.61K","-5.57%"
"2016年7月6日","672.7","663.7","678.4","662.2","47.05K","1.36%"
"2016年7月5日","663.7","675.2","679.2","657.3","54.64K","-1.70%"
"2016年7月4日","675.2","661.6","679.0","644.0","63.91K","2.04%"
"2016年7月3日","661.6","698.1","701.5","644.6","99.27K","-5.22%"
"2016年7月2日","698.1","674.6","700.5","671.5","67.38K","3.48%"
"2016年7月1日","674.6","670.0","685.1","661.1","92.23K","0.68%"
"2016年6月30日","670.0","636.5","673.0","631.2","88.20K","5.26%"
"2016年6月29日","636.5","644.9","645.9","621.8","80.22K","-1.29%"
"2016年6月28日","644.9","644.7","659.3","634.3","76.66K","0.04%"
"2016年6月27日","644.7","625.4","650.3","615.2","99.81K","3.08%"
"2016年6月26日","625.4","663.5","665.2","609.9","88.93K","-5.74%"
"2016年6月25日","663.5","656.9","688.1","640.8","100.46K","1.01%"
"2016年6月24日","656.9","620.8","687.4","616.4","196.69K","5.81%"
"2016年6月23日","620.8","590.6","629.5","539.3","261.74K","5.13%"
"2016年6月22日","590.6","667.4","677.8","586.6","202.32K","-11.51%"
"2016年6月21日","667.4","734.0","732.2","626.0","248.08K","-9.07%"
"2016年6月20日","734.0","761.0","764.6","717.4","112.29K","-3.56%"
"2016年6月19日","761.0","753.8","765.1","740.4","60.45K","0.96%"
"2016年6月18日","753.8","743.9","776.0","727.1","120.53K","1.33%"
"2016年6月17日","743.9","761.2","771.9","704.2","215.87K","-2.27%"
"2016年6月16日","761.2","690.8","769.7","687.4","229.57K","10.20%"
"2016年6月15日","690.8","685.1","695.1","670.5","78.62K","0.82%"
"2016年6月14日","685.1","700.1","702.5","654.7","135.65K","-2.13%"
"2016年6月13日","700.1","666.5","718.2","652.8","216.73K","5.03%"
"2016年6月12日","666.5","591.6","683.8","592.8","217.38K","12.67%"
"2016年6月11日","591.6","577.9","592.6","576.3","42.22K","2.37%"
"2016年6月10日","577.9","574.7","579.3","571.1","45.50K","0.56%"
"2016年6月9日","574.7","580.5","580.7","569.3","48.61K","-1.00%"
"2016年6月8日","580.5","575.6","582.4","567.8","49.60K","0.86%"
"2016年6月7日","575.6","583.6","591.3","543.6","84.69K","-1.37%"
"2016年6月6日","583.6","574.9","586.7","571.7","63.68K","1.51%"
"2016年6月5日","574.9","572.0","583.6","567.8","64.52K","0.52%"
"2016年6月4日","572.0","567.0","592.7","560.9","87.41K","0.87%"
"2016年6月3日","567.0","537.1","573.7","534.3","106.25K","5.57%"
"2016年6月2日","537.1","537.4","541.5","530.5","52.88K","-0.06%"
"2016年6月1日","537.4","528.9","542.3","521.3","72.41K","1.60%"
"2016年5月31日","528.9","532.3","546.9","513.2","114.08K","-0.63%"
"2016年5月30日","532.3","516.0","544.2","512.8","77.53K","3.14%"
"2016年5月29日","516.0","524.2","548.0","493.2","152.57K","-1.56%"
"2016年5月28日","524.2","474.0","531.8","467.0","150.17K","10.58%"
"2016年5月27日","474.0","453.3","479.2","452.7","135.68K","4.58%"
"2016年5月26日","453.3","449.8","454.3","447.7","37.72K","0.78%"
"2016年5月25日","449.8","446.1","451.2","445.4","37.72K","0.82%"
"2016年5月24日","446.1","443.7","447.9","442.0","33.22K","0.55%"
"2016年5月23日","443.7","439.6","445.0","438.2","35.90K","0.93%"
"2016年5月22日","439.6","443.6","444.2","436.9","28.74K","-0.91%"
"2016年5月21日","443.6","442.1","445.2","439.7","23.00K","0.35%"
"2016年5月20日","442.1","442.7","447.8","435.4","48.43K","-0.12%"
"2016年5月19日","442.7","454.2","455.2","441.1","59.39K","-2.55%"
"2016年5月18日","454.2","453.3","456.6","452.4","32.61K","0.21%"
